I0,I1,I2
0.0873,-0.4423,2.2098
0.0881,-0.4414,2.2115
0.0881,-0.4424,2.2119
0.0872,-0.4427,2.2142
0.0858,-0.4410,2.2143
0.0856,-0.4411,2.2172
0.0840,-0.4395,2.2202
0.0833,-0.4401,2.2214
0.0837,-0.4412,2.2236
0.0846,-0.4427,2.2254
0.0848,-0.4439,2.2275
0.0841,-0.4425,2.2310
0.0857,-0.4419,2.2315
0.0868,-0.4421,2.2339
0.0866,-0.4417,2.2367
0.0861,-0.4407,2.2394
0.0845,-0.4410,2.2417
0.0829,-0.4388,2.2446
0.0816,-0.4366,2.2469
0.0809,-0.4365,2.2488
0.0809,-0.4371,2.2515
0.0801,-0.4382,2.2542
0.0795,-0.4375,2.2572
0.0792,-0.4371,2.2594
0.0799,-0.4369,2.2629
0.0793,-0.4394,2.2658
0.0788,-0.4379,2.2684
0.0791,-0.4370,2.2710
0.0792,-0.4361,2.2714
0.0798,-0.4349,2.2724
0.0804,-0.4354,2.2739
0.0794,-0.4366,2.2768
0.0793,-0.4361,2.2769
0.0794,-0.4374,2.2772
0.0788,-0.4372,2.2799
0.0791,-0.4349,2.2831
0.0794,-0.4346,2.2837
0.0808,-0.4352,2.2859
0.0817,-0.4354,2.2868
0.0815,-0.4347,2.2888
0.0823,-0.4353,2.2912
0.0834,-0.4358,2.2932
0.0837,-0.4371,2.2947
0.0847,-0.4380,2.2960
0.0846,-0.4385,2.2996
0.0839,-0.4369,2.3020
0.0844,-0.4363,2.3042
0.0852,-0.4371,2.3066
0.0845,-0.4380,2.3090
0.0849,-0.4374,2.3118
0.0847,-0.4375,2.3144
0.0857,-0.4379,2.3167
0.0858,-0.4374,2.3177
0.0859,-0.4362,2.3208
0.0862,-0.4343,2.3220
0.0851,-0.4358,2.3237
0.0850,-0.4365,2.3245
0.0863,-0.4386,2.3258
0.0867,-0.4400,2.3297
0.0867,-0.4387,2.3312
0.0873,-0.4386,2.3328
0.0869,-0.4374,2.3335
0.0858,-0.4370,2.3337
0.0852,-0.4386,2.3346
0.0841,-0.4391,2.3372
0.0827,-0.4399,2.3400
0.0814,-0.4387,2.3429
0.0822,-0.4380,2.3451
0.0835,-0.4368,2.3479
0.0832,-0.4372,2.3489
0.0828,-0.4382,2.3515
0.0840,-0.4387,2.3545
0.0838,-0.4357,2.3572
0.0831,-0.4350,2.3591
0.0824,-0.4341,2.3628
0.0820,-0.4327,2.3656
0.0828,-0.4317,2.3679
0.0833,-0.4290,2.3701
0.0842,-0.4285,2.3727
0.0854,-0.4281,2.3750
0.0854,-0.4290,2.3773
0.0855,-0.4276,2.3782
0.0849,-0.4265,2.3796
0.0861,-0.4248,2.3825
0.0869,-0.4255,2.3843
0.0875,-0.4260,2.3863
0.0871,-0.4252,2.3891
0.0869,-0.4279,2.3914
0.0868,-0.4304,2.3933
0.0854,-0.4278,2.3971
0.0857,-0.4268,2.4001
0.0865,-0.4267,2.4027
0.0859,-0.4251,2.4049
0.0856,-0.4264,2.4071
0.0859,-0.4260,2.4101
0.0847,-0.4262,2.4127
0.0837,-0.4269,2.4158
0.0831,-0.4267,2.4163
0.0839,-0.4286,2.4180
0.0839,-0.4308,2.4204
0.0844,-0.4316,2.4218
0.0852,-0.4330,2.4243
0.0859,-0.4328,2.4267
0.0857,-0.4354,2.4291
0.0865,-0.4351,2.4311
0.0859,-0.4359,2.4342
0.0856,-0.4357,2.4375
0.0854,-0.4345,2.4385
0.0853,-0.4329,2.4418
0.0853,-0.4314,2.4438
0.0859,-0.4304,2.4456
0.0850,-0.4313,2.4471
0.0851,-0.4328,2.4468
0.0856,-0.4337,2.4488
0.0859,-0.4339,2.4503
0.0860,-0.4363,2.4508
0.0854,-0.4366,2.4523
0.0866,-0.4351,2.4550
0.0861,-0.4348,2.4564
0.0854,-0.4358,2.4583
0.0841,-0.4361,2.4591
0.0825,-0.4356,2.4623
0.0834,-0.4373,2.4648
0.0831,-0.4376,2.4669
0.0853,-0.4375,2.4682
0.0865,-0.4379,2.4708
0.0869,-0.4381,2.4728
0.0864,-0.4384,2.4747
0.0869,-0.4373,2.4755
0.0883,-0.4353,2.4775
0.0893,-0.4339,2.4789
0.0889,-0.4338,2.4826
0.0888,-0.4342,2.4843
0.0876,-0.4323,2.4864
0.0866,-0.4329,2.4898
0.0867,-0.4307,2.4926
0.0873,-0.4300,2.4947
0.0870,-0.4291,2.4970
0.0881,-0.4290,2.4988
0.0891,-0.4314,2.4993
0.0893,-0.4324,2.5021
0.0894,-0.4319,2.5031
0.0887,-0.4333,2.5057
0.0886,-0.4365,2.5064
0.0885,-0.4366,2.5093
0.0875,-0.4344,2.5124
0.0872,-0.4320,2.5156
0.0868,-0.4319,2.5202
0.0880,-0.4311,2.5237
0.0893,-0.4317,2.5250
0.0897,-0.4314,2.5261
0.0904,-0.4326,2.5279
0.0909,-0.4302,2.5311
0.0907,-0.4311,2.5330
0.0900,-0.4320,2.5354
0.0895,-0.4315,2.5372
0.0887,-0.4313,2.5395
0.0888,-0.4315,2.5410
0.0894,-0.4331,2.5439
0.0889,-0.4317,2.5447
0.0894,-0.4326,2.5469
0.0890,-0.4329,2.5487
0.0889,-0.4326,2.5516
0.0888,-0.4352,2.5549
0.0902,-0.4354,2.5560
0.0904,-0.4355,2.5572
0.0897,-0.4350,2.5601
0.0897,-0.4339,2.5613
0.0895,-0.4335,2.5646
0.0902,-0.4339,2.5671
0.0895,-0.4332,2.5691
0.0889,-0.4338,2.5719
0.0882,-0.4352,2.5746
0.0866,-0.4341,2.5766
0.0862,-0.4340,2.5784
0.0855,-0.4339,2.5819
0.0854,-0.4330,2.5836
0.0857,-0.4324,2.5848
0.0858,-0.4333,2.5866
0.0869,-0.4341,2.5877
0.0864,-0.4325,2.5907
0.0876,-0.4322,2.5926
0.0880,-0.4312,2.5948
0.0891,-0.4308,2.5969
0.0899,-0.4315,2.5976
0.0907,-0.4322,2.5983
0.0912,-0.4310,2.6017
0.0910,-0.4311,2.6055
0.0909,-0.4295,2.6070
0.0908,-0.4286,2.6087
0.0899,-0.4283,2.6106
0.0895,-0.4265,2.6125
0.0895,-0.4263,2.6140
0.0900,-0.4267,2.6164
0.0890,-0.4285,2.6186
0.0891,-0.4285,2.6208
0.0895,-0.4291,2.6223
0.0899,-0.4288,2.6247
0.0891,-0.4305,2.6281
0.0893,-0.4298,2.6301
0.0897,-0.4299,2.6316
0.0895,-0.4302,2.6347
0.0889,-0.4302,2.6373
0.0887,-0.4294,2.6404
0.0878,-0.4312,2.6412
0.0877,-0.4324,2.6434
0.0871,-0.4306,2.6468
0.0870,-0.4296,2.6495
0.0866,-0.4310,2.6501
0.0860,-0.4301,2.6524
0.0858,-0.4298,2.6550
0.0860,-0.4292,2.6586
0.0849,-0.4303,2.6617
0.0844,-0.4300,2.6638
0.0840,-0.4299,2.6658
0.0833,-0.4302,2.6694
0.0837,-0.4312,2.6710
0.0821,-0.4327,2.6716
0.0826,-0.4326,2.6736
0.0836,-0.4349,2.6754
0.0845,-0.4356,2.6790
0.0837,-0.4335,2.6827
0.0831,-0.4328,2.6846
0.0829,-0.4327,2.6880
0.0823,-0.4344,2.6912
0.0840,-0.4347,2.6941
0.0838,-0.4344,2.6963
0.0846,-0.4370,2.6976
0.0858,-0.4386,2.6992
0.0862,-0.4358,2.7013
0.0857,-0.4344,2.7041
0.0859,-0.4333,2.7056
0.0862,-0.4345,2.7068
0.0859,-0.4358,2.7104
0.0852,-0.4371,2.7136
0.0864,-0.4357,2.7169
0.0866,-0.4353,2.7203
0.0860,-0.4348,2.7211
0.0870,-0.4359,2.7232
0.0866,-0.4368,2.7247
0.0856,-0.4365,2.7264
0.0851,-0.4356,2.7277
0.0843,-0.4352,2.7284
0.0854,-0.4367,2.7299
0.0860,-0.4373,2.7308
0.0869,-0.4378,2.7340
0.0882,-0.4370,2.7376
0.0899,-0.4371,2.7397
0.0903,-0.4380,2.7415
0.0890,-0.4387,2.7442
0.0881,-0.4369,2.7458
0.0868,-0.4380,2.7484
0.0872,-0.4387,2.7501
0.0879,-0.4370,2.7526
0.0867,-0.4338,2.7557
0.0877,-0.4334,2.7591
0.0880,-0.4341,2.7619
0.0874,-0.4334,2.7621
0.0876,-0.4354,2.7649
0.0886,-0.4369,2.7693
0.0885,-0.4372,2.7708
0.0881,-0.4375,2.7734
0.0873,-0.4365,2.7763
0.0867,-0.4359,2.7773
0.0872,-0.4339,2.7802
0.0877,-0.4326,2.7809
0.0865,-0.4311,2.7817
0.0858,-0.4301,2.7848
0.0859,-0.4296,2.7866
0.0853,-0.4269,2.7877
0.0854,-0.4268,2.7897
0.0841,-0.4263,2.7933
0.0832,-0.4258,2.7964
0.0827,-0.4257,2.7981
0.0827,-0.4270,2.8006
0.0831,-0.4282,2.8011
0.0826,-0.4288,2.8037
0.0823,-0.4277,2.8051
0.0820,-0.4257,2.8067
0.0807,-0.4250,2.8094
0.0808,-0.4261,2.8116
0.0811,-0.4236,2.8141
0.0795,-0.4251,2.8173
0.0795,-0.4253,2.8208
0.0807,-0.4232,2.8223
0.0815,-0.4214,2.8249
0.0804,-0.4217,2.8272
0.0802,-0.4228,2.8290
0.0803,-0.4241,2.8322
0.0799,-0.4244,2.8341
0.0803,-0.4251,2.8368
0.0812,-0.4248,2.8391
0.0822,-0.4249,2.8417
0.0834,-0.4273,2.8425
0.0843,-0.4289,2.8453
0.0854,-0.4299,2.8481
0.0848,-0.4299,2.8508
0.0855,-0.4287,2.8533
0.0846,-0.4285,2.8558
0.0844,-0.4296,2.8576
0.0847,-0.4306,2.8596
0.0850,-0.4308,2.8618
0.0865,-0.4317,2.8641
0.0877,-0.4329,2.8659
0.0884,-0.4334,2.8676
0.0890,-0.4315,2.8700
0.0884,-0.4305,2.8730
0.0894,-0.4305,2.8728
0.0897,-0.4297,2.8770
0.0887,-0.4290,2.8801
0.0899,-0.4295,2.8826
0.0897,-0.4296,2.8839
0.0901,-0.4295,2.8880
0.0894,-0.4294,2.8901
0.0900,-0.4277,2.8932
0.0893,-0.4272,2.8957
0.0895,-0.4272,2.8970
0.0895,-0.4253,2.8988
0.0886,-0.4246,2.9015
0.0881,-0.4238,2.9030
0.0876,-0.4229,2.9040
0.0879,-0.4227,2.9059
0.0872,-0.4226,2.9088
0.0863,-0.4228,2.9106
0.0852,-0.4226,2.9138
0.0844,-0.4215,2.9156
0.0846,-0.4218,2.9185
0.0849,-0.4233,2.9201
0.0848,-0.4236,2.9205
0.0838,-0.4242,2.9228
0.0833,-0.4250,2.9257
0.0834,-0.4236,2.9281
0.0844,-0.4243,2.9307
0.0849,-0.4241,2.9322
0.0845,-0.4233,2.9348
0.0831,-0.4229,2.9372
0.0831,-0.4205,2.9399
0.0818,-0.4204,2.9423
0.0815,-0.4191,2.9439
0.0817,-0.4194,2.9447
0.0822,-0.4186,2.9460
0.0814,-0.4186,2.9478
0.0804,-0.4187,2.9499
0.0802,-0.4195,2.9537
0.0806,-0.4192,2.9563
0.0805,-0.4195,2.9588
0.0799,-0.4192,2.9595
0.0792,-0.4228,2.9621
0.0788,-0.4250,2.9645
0.0777,-0.4248,2.9683
0.0782,-0.4258,2.9723
0.0788,-0.4242,2.9760
0.0784,-0.4240,2.9779
0.0772,-0.4234,2.9805
0.0773,-0.4233,2.9818
0.0768,-0.4231,2.9849
0.0762,-0.4223,2.9857
0.0777,-0.4241,2.9865
0.0765,-0.4263,2.9876
0.0768,-0.4257,2.9906
0.0756,-0.4228,2.9933
0.0756,-0.4203,2.9970
0.0769,-0.4210,2.9986
0.0770,-0.4218,3.0001
0.0768,-0.4177,3.0022
0.0759,-0.4182,3.0042
0.0767,-0.4205,3.0060
0.0773,-0.4207,3.0088
0.0766,-0.4193,3.0120
0.0772,-0.4181,3.0141
0.0780,-0.4160,3.0168
0.0774,-0.4163,3.0191
0.0768,-0.4159,3.0213
0.0766,-0.4162,3.0236
0.0768,-0.4151,3.0251
0.0779,-0.4135,3.0268
0.0775,-0.4141,3.0287
0.0767,-0.4129,3.0311
0.0761,-0.4110,3.0323
0.0760,-0.4110,3.0357
0.0772,-0.4113,3.0372
0.0784,-0.4121,3.0390
0.0787,-0.4134,3.0414
0.0786,-0.4143,3.0439
0.0789,-0.4130,3.0471
0.0796,-0.4140,3.0507
0.0804,-0.4131,3.0530
0.0810,-0.4151,3.0548
0.0799,-0.4158,3.0561
0.0805,-0.4157,3.0574
0.0802,-0.4140,3.0604
0.0798,-0.4128,3.0619
0.0790,-0.4120,3.0643
0.0792,-0.4117,3.0678
0.0795,-0.4121,3.0697
0.0786,-0.4119,3.0706
0.0783,-0.4132,3.0709
0.0786,-0.4152,3.0735
0.0780,-0.4140,3.0753
0.0783,-0.4131,3.0774
0.0780,-0.4143,3.0798
0.0781,-0.4143,3.0803
0.0770,-0.4150,3.0817
0.0778,-0.4164,3.0830
0.0773,-0.4153,3.0840
0.0767,-0.4166,3.0872
0.0753,-0.4153,3.0890
0.0742,-0.4148,3.0903
0.0742,-0.4142,3.0933
0.0740,-0.4131,3.0962
0.0719,-0.4136,3.0981
0.0707,-0.4137,3.1010
0.0692,-0.4152,3.1039
0.0680,-0.4142,3.1060
0.0679,-0.4158,3.1083
0.0680,-0.4152,3.1117
0.0676,-0.4134,3.1143
0.0678,-0.4144,3.1168
0.0674,-0.4162,3.1194
0.0679,-0.4163,3.1208
0.0690,-0.4149,3.1238
0.0680,-0.4170,3.1270
0.0692,-0.4176,3.1296
0.0695,-0.4174,3.1324
0.0700,-0.4161,3.1351
0.0711,-0.4123,3.1378
0.0694,-0.4112,3.1399
0.0690,-0.4114,3.1410
0.0691,-0.4130,3.1426
0.0681,-0.4118,3.1439
0.0683,-0.4133,3.1469
0.0685,-0.4151,3.1490
0.0684,-0.4154,3.1513
0.0683,-0.4153,3.1537
0.0689,-0.4147,3.1551
0.0699,-0.4131,3.1554
0.0695,-0.4141,3.1572
0.0683,-0.4145,3.1592
0.0678,-0.4149,3.1614
0.0684,-0.4139,3.1651
0.0694,-0.4118,3.1663
0.0682,-0.4093,3.1699
0.0684,-0.4109,3.1726
0.0686,-0.4135,3.1748
0.0689,-0.4164,3.1774
0.0686,-0.4174,3.1791
0.0690,-0.4162,3.1809
0.0687,-0.4157,3.1834
0.0682,-0.4144,3.1853
0.0680,-0.4130,3.1867
0.0676,-0.4121,3.1893
0.0674,-0.4116,3.1911
0.0671,-0.4134,3.1933
0.0675,-0.4139,3.1956
0.0684,-0.4120,3.1975
0.0686,-0.4122,3.1998
0.0680,-0.4119,3.2023
0.0680,-0.4125,3.2056
0.0688,-0.4131,3.2076
0.0693,-0.4135,3.2105
0.0684,-0.4120,3.2136
0.0686,-0.4119,3.2148
0.0697,-0.4130,3.2166
0.0698,-0.4123,3.2203
0.0718,-0.4119,3.2222
0.0707,-0.4130,3.2260
0.0712,-0.4117,3.2275
0.0707,-0.4118,3.2300
0.0702,-0.4123,3.2321
0.0695,-0.4124,3.2363
0.0694,-0.4119,3.2399
0.0688,-0.4124,3.2408
0.0679,-0.4152,3.2423
0.0674,-0.4161,3.2444
0.0676,-0.4158,3.2442
0.0695,-0.4160,3.2457
0.0692,-0.4150,3.2483
0.0699,-0.4176,3.2495
0.0698,-0.4188,3.2511
0.0700,-0.4199,3.2539
0.0698,-0.4209,3.2562
0.0704,-0.4209,3.2578
0.0702,-0.4209,3.2608
0.0702,-0.4205,3.2622
0.0696,-0.4210,3.2648
0.0708,-0.4218,3.2679
0.0712,-0.4215,3.2703
0.0709,-0.4209,3.2733
0.0716,-0.4211,3.2739
0.0726,-0.4211,3.2743
0.0741,-0.4188,3.2760
0.0739,-0.4187,3.2782
0.0735,-0.4190,3.2798
0.0726,-0.4199,3.2813
0.0716,-0.4198,3.2824
0.0722,-0.4213,3.2858
0.0711,-0.4203,3.2884
0.0704,-0.4205,3.2905
0.0691,-0.4222,3.2936
0.0672,-0.4253,3.2963
0.0676,-0.4272,3.2984
0.0686,-0.4280,3.3005
0.0688,-0.4290,3.3022
0.0702,-0.4297,3.3027
0.0701,-0.4299,3.3032
0.0706,-0.4294,3.3061
0.0709,-0.4294,3.3082
0.0728,-0.4316,3.3105
0.0729,-0.4322,3.3128
0.0734,-0.4309,3.3134
0.0723,-0.4326,3.3151
0.0727,-0.4323,3.3171
0.0734,-0.4314,3.3201
0.0731,-0.4294,3.3221
0.0726,-0.4282,3.3251
0.0721,-0.4258,3.3268
0.0723,-0.4244,3.3284
0.0730,-0.4246,3.3297
0.0733,-0.4245,3.3309
0.0731,-0.4244,3.3323
0.0733,-0.4236,3.3335
0.0733,-0.4229,3.3361
0.0715,-0.4206,3.3386
0.0714,-0.4193,3.3413
0.0706,-0.4191,3.3426
0.0684,-0.4171,3.3451
0.0686,-0.4190,3.3461
0.0697,-0.4189,3.3484
0.0697,-0.4190,3.3502
0.0699,-0.4194,3.3514
0.0703,-0.4213,3.3536
0.0707,-0.4203,3.3557
0.0707,-0.4191,3.3579
0.0713,-0.4169,3.3596
0.0729,-0.4167,3.3618
0.0732,-0.4179,3.3632
0.0736,-0.4191,3.3653
0.0739,-0.4192,3.3674
0.0732,-0.4211,3.3690
0.0729,-0.4216,3.3714
0.0724,-0.4223,3.3741
0.0711,-0.4229,3.3764
0.0711,-0.4224,3.3784
0.0714,-0.4240,3.3808
0.0718,-0.4261,3.3843
0.0724,-0.4255,3.3868
0.0731,-0.4254,3.3893
0.0721,-0.4267,3.3918
0.0730,-0.4255,3.3935
0.0733,-0.4255,3.3962
0.0733,-0.4279,3.3980
0.0736,-0.4255,3.4009
0.0732,-0.4240,3.4030
0.0723,-0.4225,3.4045
0.0724,-0.4225,3.4069
0.0722,-0.4237,3.4095
0.0737,-0.4257,3.4106
0.0744,-0.4271,3.4121
0.0748,-0.4305,3.4142
0.0752,-0.4308,3.4161
0.0756,-0.4296,3.4188
0.0759,-0.4280,3.4224
0.0750,-0.4260,3.4271
0.0744,-0.4254,3.4288
0.0739,-0.4270,3.4300
0.0742,-0.4298,3.4319
0.0748,-0.4318,3.4357
0.0764,-0.4326,3.4383
0.0773,-0.4323,3.4396
0.0782,-0.4321,3.4431
0.0784,-0.4302,3.4450
0.0784,-0.4291,3.4473
0.0795,-0.4306,3.4492
0.0791,-0.4309,3.4494
0.0790,-0.4332,3.4504
0.0794,-0.4326,3.4531
0.0797,-0.4320,3.4546
0.0797,-0.4304,3.4548
0.0796,-0.4293,3.4592
0.0801,-0.4275,3.4615
0.0797,-0.4247,3.4612
0.0798,-0.4244,3.4611
0.0801,-0.4256,3.4624
0.0801,-0.4267,3.4655
0.0797,-0.4253,3.4677
0.0804,-0.4278,3.4698
0.0800,-0.4301,3.4716
0.0792,-0.4286,3.4734
0.0796,-0.4278,3.4759
0.0788,-0.4288,3.4774
0.0786,-0.4279,3.4785
0.0797,-0.4281,3.4818
0.0794,-0.4307,3.4840
0.0808,-0.4311,3.4881
0.0808,-0.4325,3.4900
0.0806,-0.4331,3.4926
0.0798,-0.4336,3.4949
0.0788,-0.4327,3.4984
0.0787,-0.4322,3.5004
0.0795,-0.4346,3.5013
0.0794,-0.4364,3.5028
0.0783,-0.4384,3.5050
0.0769,-0.4383,3.5072
0.0791,-0.4379,3.5086
0.0793,-0.4375,3.5108
0.0788,-0.4375,3.5140
0.0784,-0.4377,3.5160
0.0785,-0.4376,3.5174
0.0775,-0.4366,3.5206
0.0774,-0.4354,3.5221
0.0775,-0.4364,3.5249
0.0776,-0.4394,3.5265
0.0785,-0.4425,3.5287
0.0787,-0.4439,3.5302
0.0792,-0.4464,3.5311
0.0803,-0.4475,3.5325
0.0797,-0.4469,3.5339
0.0797,-0.4455,3.5363
0.0794,-0.4436,3.5385
0.0796,-0.4434,3.5397
0.0814,-0.4462,3.5421
0.0820,-0.4451,3.5445
0.0828,-0.4447,3.5458
0.0824,-0.4446,3.5470
0.0836,-0.4430,3.5481
0.0844,-0.4431,3.5493
0.0861,-0.4440,3.5498
0.0875,-0.4445,3.5510
0.0870,-0.4447,3.5521
0.0865,-0.4448,3.5530
0.0881,-0.4447,3.5538
0.0886,-0.4432,3.5546
0.0882,-0.4442,3.5557
0.0874,-0.4439,3.5561
0.0869,-0.4419,3.5582
0.0864,-0.4406,3.5608
0.0854,-0.4404,3.5624
0.0848,-0.4420,3.5654
0.0831,-0.4423,3.5690
0.0834,-0.4419,3.5715
0.0844,-0.4440,3.5736
0.0849,-0.4446,3.5756
0.0869,-0.4429,3.5793
0.0861,-0.4421,3.5822
0.0859,-0.4424,3.5845
0.0857,-0.4408,3.5858
0.0850,-0.4409,3.5895
0.0850,-0.4423,3.5905
0.0840,-0.4411,3.5937
0.0842,-0.4397,3.5961
0.0837,-0.4387,3.5992
0.0823,-0.4386,3.6024
0.0815,-0.4364,3.6042
0.0806,-0.4353,3.6067
0.0796,-0.4338,3.6092
0.0797,-0.4351,3.6132
0.0800,-0.4354,3.6167
0.0793,-0.4342,3.6192
0.0800,-0.4356,3.6210
0.0805,-0.4356,3.6213
0.0818,-0.4362,3.6230
0.0813,-0.4360,3.6250
0.0819,-0.4369,3.6259
0.0816,-0.4378,3.6273
0.0831,-0.4359,3.6306
0.0830,-0.4341,3.6328
0.0815,-0.4353,3.6345
0.0810,-0.4364,3.6360
0.0802,-0.4368,3.6389
0.0790,-0.4368,3.6400
0.0792,-0.4381,3.6418
0.0799,-0.4349,3.6432
0.0797,-0.4358,3.6464
0.0791,-0.4334,3.6481
0.0800,-0.4334,3.6504
0.0793,-0.4360,3.6531
0.0788,-0.4361,3.6553
0.0783,-0.4363,3.6567
0.0776,-0.4359,3.6595
0.0770,-0.4358,3.6616
0.0772,-0.4354,3.6657
0.0770,-0.4367,3.6687
0.0760,-0.4356,3.6715
0.0749,-0.4357,3.6750
0.0750,-0.4352,3.6769
0.0759,-0.4368,3.6783
0.0767,-0.4364,3.6804
0.0771,-0.4361,3.6828
0.0769,-0.4374,3.6845
0.0778,-0.4387,3.6866
0.0787,-0.4374,3.6877
0.0799,-0.4386,3.6879
0.0792,-0.4393,3.6903
0.0784,-0.4406,3.6929
0.0783,-0.4411,3.6968
0.0775,-0.4389,3.6995
0.0771,-0.4378,3.7038
0.0767,-0.4369,3.7052
0.0770,-0.4349,3.7080
0.0764,-0.4363,3.7100
0.0766,-0.4366,3.7128
0.0763,-0.4366,3.7130
0.0767,-0.4377,3.7153
0.0773,-0.4392,3.7168
0.0772,-0.4382,3.7175
0.0782,-0.4396,3.7183
0.0779,-0.4386,3.7220
0.0762,-0.4377,3.7247
0.0751,-0.4368,3.7266
0.0750,-0.4357,3.7291
0.0746,-0.4334,3.7323
0.0747,-0.4332,3.7352
0.0747,-0.4327,3.7359
0.0754,-0.4328,3.7377
0.0759,-0.4344,3.7407
0.0757,-0.4341,3.7424
0.0743,-0.4325,3.7444
0.0736,-0.4326,3.7449
0.0737,-0.4345,3.7464
0.0746,-0.4334,3.7476
0.0732,-0.4316,3.7504
0.0724,-0.4303,3.7512
0.0714,-0.4302,3.7537
0.0701,-0.4273,3.7571
0.0709,-0.4247,3.7589
0.0707,-0.4242,3.7605
0.0715,-0.4230,3.7643
0.0697,-0.4219,3.7666
0.0706,-0.4199,3.7688
0.0704,-0.4197,3.7711
0.0701,-0.4220,3.7731
0.0688,-0.4223,3.7745
0.0689,-0.4214,3.7769
0.0683,-0.4223,3.7795
0.0693,-0.4243,3.7806
0.0694,-0.4253,3.7821
0.0703,-0.4277,3.7832
0.0701,-0.4277,3.7853
0.0713,-0.4286,3.7884
0.0723,-0.4287,3.7913
0.0716,-0.4274,3.7926
0.0712,-0.4296,3.7941
0.0712,-0.4291,3.7974
0.0712,-0.4297,3.7982
0.0734,-0.4301,3.8001
0.0748,-0.4318,3.8022
0.0744,-0.4324,3.8024
0.0737,-0.4317,3.8056
0.0728,-0.4304,3.8084
0.0729,-0.4288,3.8100
0.0729,-0.4295,3.8129
0.0724,-0.4272,3.8144
0.0710,-0.4261,3.8172
0.0703,-0.4260,3.8193
0.0702,-0.4270,3.8210
0.0703,-0.4256,3.8229
0.0705,-0.4263,3.8261
0.0690,-0.4255,3.8289
0.0681,-0.4255,3.8315
0.0671,-0.4268,3.8342
0.0671,-0.4260,3.8372
0.0667,-0.4230,3.8405
0.0658,-0.4211,3.8421
0.0661,-0.4215,3.8442
0.0647,-0.4200,3.8461
0.0649,-0.4176,3.8483
0.0654,-0.4192,3.8493
0.0657,-0.4190,3.8512
0.0659,-0.4189,3.8540
0.0663,-0.4197,3.8556
0.0665,-0.4215,3.8580
0.0672,-0.4222,3.8594
0.0677,-0.4232,3.8611
0.0683,-0.4233,3.8631
0.0696,-0.4222,3.8652
0.0691,-0.4233,3.8671
0.0699,-0.4222,3.8683
0.0708,-0.4203,3.8698
0.0701,-0.4208,3.8715
0.0700,-0.4201,3.8735
0.0703,-0.4188,3.8756
0.0709,-0.4189,3.8781
0.0716,-0.4178,3.8792
0.0716,-0.4171,3.8808
0.0720,-0.4149,3.8820
0.0714,-0.4177,3.8839
0.0719,-0.4156,3.8869
0.0713,-0.4143,3.8898
0.0713,-0.4143,3.8904
0.0703,-0.4146,3.8919
0.0704,-0.4140,3.8942
0.0697,-0.4147,3.8970
0.0697,-0.4166,3.8985
0.0691,-0.4162,3.9005
0.0676,-0.4165,3.9030
0.0689,-0.4157,3.9035
0.0689,-0.4156,3.9058
0.0686,-0.4170,3.9081
0.0682,-0.4173,3.9114
0.0694,-0.4181,3.9135
0.0698,-0.4188,3.9150
0.0695,-0.4185,3.9174
0.0704,-0.4177,3.9197
0.0707,-0.4155,3.9226
0.0700,-0.4150,3.9254
0.0695,-0.4171,3.9262
0.0691,-0.4153,3.9278
0.0683,-0.4146,3.9305
0.0690,-0.4140,3.9335
0.0681,-0.4144,3.9357
0.0679,-0.4134,3.9372
0.0679,-0.4132,3.9385
0.0676,-0.4112,3.9401
0.0669,-0.4102,3.9436
0.0677,-0.4084,3.9455
0.0676,-0.4060,3.9476
0.0672,-0.4061,3.9496
0.0665,-0.4036,3.9524
0.0673,-0.4043,3.9545
0.0674,-0.4044,3.9565
0.0687,-0.4035,3.9593
0.0688,-0.4041,3.9625
0.0683,-0.4021,3.9646
0.0669,-0.4005,3.9655
0.0670,-0.4007,3.9679
0.0670,-0.4016,3.9685
0.0664,-0.4019,3.9702
0.0663,-0.4013,3.9726
0.0641,-0.4030,3.9740
0.0633,-0.4044,3.9751
0.0625,-0.4065,3.9773
0.0626,-0.4064,3.9795
0.0624,-0.4052,3.9803
0.0619,-0.4030,3.9827
0.0626,-0.4019,3.9842
0.0635,-0.4002,3.9876
0.0638,-0.3990,3.9899
0.0649,-0.4016,3.9915
0.0653,-0.4015,3.9947
0.0662,-0.4019,3.9953
0.0662,-0.4029,3.9967
0.0652,-0.4012,3.9993
0.0654,-0.3997,4.0014
0.0652,-0.3983,4.0056
0.0647,-0.3982,4.0055
0.0645,-0.3987,4.0081
0.0646,-0.3997,4.0084
0.0640,-0.3998,4.0114
0.0647,-0.4021,4.0142
0.0660,-0.4017,4.0165
0.0663,-0.4021,4.0174
0.0652,-0.4012,4.0202
0.0640,-0.4020,4.0224
0.0625,-0.4003,4.0249
0.0629,-0.4010,4.0278
0.0633,-0.4029,4.0300
0.0619,-0.4023,4.0334
0.0603,-0.4021,4.0360
0.0610,-0.4016,4.0379
0.0605,-0.4007,4.0413
0.0603,-0.4013,4.0441
0.0609,-0.4022,4.0442
0.0606,-0.4026,4.0457
0.0614,-0.4048,4.0471
0.0613,-0.4063,4.0504
0.0621,-0.4065,4.0527
0.0619,-0.4049,4.0544
0.0618,-0.4037,4.0557
0.0616,-0.4024,4.0569
0.0617,-0.4032,4.0587
0.0626,-0.4025,4.0606
0.0628,-0.4038,4.0627
0.0635,-0.4045,4.0634
0.0638,-0.4080,4.0660
